Dataset,Class,rdf:type triples
YAGO,UK_parliamentary_by-elections,2
YAGO,Catholic_Cathedral_Q56242215,3
YAGO,Multimedia_Artist_Q6934789,1
YAGO,Team_Rivalries_In_Sports_Q40434727,1
YAGO,Virginia_House_Of_Delegates_District_Q65951314,1
YAGO,Adp-Ribosylation_Factor_1_U002C__Variant_1_Q62976591,1
YAGO,Fashion_Designer_Q3501317,3
YAGO,Variant_Surface_Glycoprotein__U0028_Vsg_U0029__U002C__Putative_Q61514783,1
YAGO,Trilogy,1
YAGO,Association_Football_Final_Q65770283,3
YAGO,Ancient_City_Q15661340,3
YAGO,World_Junior_Speed_Skating_Championships,1
YAGO,United_States_House_Of_Representatives_Election_Q24397514,1
YAGO,Gubernatorial_Election_Q15261477,2
YAGO,Geriatric_dentistry,1
YAGO,Cabinet_of_the_United_Kingdom,1
YAGO,Railroad,1
YAGO,Adventure__u0028_Dungeons__u0026__Dragons_u0029_,1
YAGO,Photo_Artist_Q12166078,1
YAGO,Cave_Diver_Q55383113,1
YAGO,Ferry_Route_Q18984099,2
YAGO,Community_Organizer_Q28532974,1
YAGO,Bowler__u0028_ten-pin_u0029_,1
YAGO,Rugby_Union_Coach_Q15041977,2
YAGO,Fossil_preparator,1
YAGO,Legendary_Figure_Q13002315,1
YAGO,Comet,1
YAGO,Mass_Murderer_Q15883433,1
YAGO,IFFHS_World_u0027_s_Best_Top_Goal_Scorer,1
YAGO,Municipality_Of_Catalonia_Q33146843,2
YAGO,City_In_The_United_States_Q1093829,5
YAGO,Diocese_Of_The_Catholic_Church_Q3146899,2
YAGO,Dollar,1
YAGO,Local_council__u0028_Jordan_u0029_,1
YAGO,Districts_of_Austria,1
YAGO,Short_Track_Speed_Skater_Q18200514,2
YAGO,Aztec_Deity_Q32066628,1
YAGO,Municipality__u0028_Austria_u0029_,1
YAGO,Gaelic_Football_Player_Q17351861,3
YAGO,Lutenist,2
YAGO,Neighborhood_Of_Madrid_Q10267336,1
YAGO,Dynasty,2
YAGO,Indigenous_peoples_of_the_Americas,1
YAGO,Protected_Area_Of_Kenya_Q20626607,1
YAGO,Civil_National_Security_Service_Q59858522,1
YAGO,Division_Of_India_Q1230708,1
YAGO,Agency_Of_The_Executive_Yuan_Q10876308,1
YAGO,Distributed_operating_system,1
YAGO,Aerial_bomb,1
YAGO,Work_Settlement_Of_Russia_Q20019082,2
YAGO,Cadastral_Populated_Place_In_The_Netherlands_Q1852859,4
YAGO,Departments_of_Burkina_Faso,1
YAGO,Municipality_Of_The_Czech_Republic_Q5153359,3
YAGO,Metropolitan_area,2
YAGO,National_roads_in_Poland,1
YAGO,Rugby_Union_Governing_Body_Q58973026,1
YAGO,Medical_corps,1
YAGO,Titular_see,2
YAGO,Show_cave,2
YAGO,Olympic_Competitor_Q58825429,2
YAGO,Borough_status_in_the_United_Kingdom,1
YAGO,Cross-Country_Skier_Q13382608,5
YAGO,Village__u0028_United_States_u0029_,3
YAGO,Township_Of_Iowa_Q17205621,2
YAGO,Impact_crater,1
YAGO,Autonomous_region,1
YAGO,District_Of_India_Q1149652,3
YAGO,Independent_Museum_Q115154402,1
YAGO,Vicariate_Q12778511,1
YAGO,Conspiracy_Theorist_Q19831149,1
YAGO,United_Nations_Security_Council_resolution,1
YAGO,National_day,1
YAGO,Aircraft,2
YAGO,Metamodeling,1
YAGO,Occupied_territory,1
YAGO,Town__In_India_Q58339518,1
YAGO,Destroyed_City_Q14616455,1
YAGO,Criminal,1
YAGO,Snooker_Tournament_Q17299750,2
YAGO,Brigade_combat_team,1
YAGO,Playoffs,1
YAGO,Township_Of_Indiana_Q17201685,1
YAGO,Ski_Mountaineer_Q19801627,1
YAGO,Township_Of_Illinois_Q17198545,1
YAGO,Protein_Fragment_Q78782478,1
YAGO,Gazetted_Locality_Of_Victoria_Q45242174,2
YAGO,Campaign_Q6056746,1
YAGO,Gael_Linn_Cup,1
YAGO,Executive__u0028_government_u0029_,1
YAGO,Mythology,1
YAGO,Command__u0028_military_formation_u0029_,1
YAGO,Nightclub,2
YAGO,Peace_Activist_Q16323111,1
YAGO,Field_Hockey_Player_Q10843263,9
YAGO,Clergyman_Q3315492,2
YAGO,Promoter__u0028_entertainment_u0029_,1
YAGO,California_State_Beach_Q38051384,1
YAGO,American_Football_Team_Q17156793,1
YAGO,Cruise_ship,2
YAGO,Limited_company,1
YAGO,Historical_Pound_Q63117399,1
YAGO,Township__u0028_Pennsylvania_u0029_,2
YAGO,Military_Area_Command_Of_Sweden_Q17542873,1
YAGO,Q10915544,1
YAGO,Mass_shooting,1
YAGO,Deputy__u0028_legislator_u0029_,1
YAGO,Royal_Naval_Air_Service_Station_Q71754457,1
YAGO,Apostolic_nunciature,1
YAGO,Ethnic_townships_u002C__towns_u002C__and_sums,1
YAGO,Natural_Harbor_Q13424466,1
YAGO,Character_encoding,1
YAGO,Twin,1
YAGO,Blogger_Q8246794,2
YAGO,Colorist,1
YAGO,Sport_shooter,3
YAGO,Baseball_Team_Q13027888,2
YAGO,Bus_station,1
YAGO,Standards_organization,1
YAGO,Powerlifter_Q23845879,1
YAGO,Fraternity_Q18811582,1
YAGO,National_Association_Football_Team_Q6979593,1
YAGO,Antitrichomonal_Agents_Q50429885,1
YAGO,Scenic_Designer_Q51085009,1
YAGO,Border_town,2
YAGO,Lighting_design,1
YAGO,Horse_racing_venue,1
YAGO,Karyotyping_Q68757046,1
YAGO,Fibrinolysis_syndrome,1
YAGO,Nodular_Gastritis_Q11675117,1
YAGO,Alchemist_Q15954519,1
YAGO,Coach__u0028_sport_u0029_,1
YAGO,Artistic_Duo_Q85942930,1
YAGO,Tennis_Tournament_Q13219666,1
YAGO,County_Courthouse_Q64037785,2
YAGO,Skin_Benign_Neoplasm_Q18555315,1
YAGO,Field_sobriety_testing,1
YAGO,UCI_Women_u0027_s_Team,1
YAGO,Tamworth_Borough_Council_elections,1
YAGO,Wildfire,2
YAGO,Music_Festival_Edition_Q41582469,1
YAGO,COVID-19_vaccination_in_France,1
YAGO,Commercial_Artist_Q63346805,1
YAGO,National_flag,1
YAGO,Districts_of_Cyprus,2
YAGO,Town_Divided_By_Border_Q67123843,1
YAGO,Municipalities_of_the_Philippines,2
YAGO,Salt__u0028_chemistry_u0029_,1
YAGO,Shell__u0028_computing_u0029_,1
YAGO,Companion__u0028_caregiving_u0029_,1
YAGO,Religious_Servant_Q4504549,1
YAGO,District__u0028_China_u0029_,3
YAGO,Racewalker_Q17405793,1
YAGO,Historian_Of_Technology_Q17486338,1
YAGO,Amino_Fatty_Acids_Q63434663,1
YAGO,Protistologist_Q39372574,1
YAGO,Peak_ring,1
YAGO,Ultramarathon_Runner_Q19827218,1
YAGO,Generalbezirk_Q16319112,1
YAGO,Municipality_Of_Hungary_Q2590631,3
YAGO,Partidos_of_Buenos_Aires,1
YAGO,Award_Medal_Q57082336,1
YAGO,Urban-Type_Settlement_In_Russia_Q15078955,1
YAGO,Upanishads,1
YAGO,High_island,2
YAGO,Professional_golf_tours,1
YAGO,Municipality_Of_The_Republika_Srpska_Q57315116,1
YAGO,Color_commentator,1
YAGO,Test_Q1003030,1
YAGO,Swedish_Government_Agency_Q68295960,1
YAGO,Audiobook_Narrator_Q20856740,1
YAGO,Compression_Algorithm_Q2755432,1
YAGO,List_of_villages_in_Alberta,1
YAGO,Metropolitan_statistical_area,1
YAGO,Communes_of_Cameroon,1
YAGO,Village_In_Saskatchewan_Q20538317,1
YAGO,Barcelona_Open__u0028_tennis_u0029_,1
YAGO,Districts_of_Peru,1
YAGO,Duomo,1
YAGO,Communes_of_Algeria,1
YAGO,Legislation,1
YAGO,Truss_bridge,1
YAGO,Personal_stylist,1
YAGO,Bank_of_America_Roval_400,1
YAGO,Tennis_Tour_Edition_Q47358534,1
YAGO,Township_Of_Michigan_Q17205774,2
YAGO,Engineering_School_Q1663017,3
YAGO,Parliamentary_Constituency_Of_Greece_Q44593840,1
YAGO,Arena,4
YAGO,Medical_Database_Q1916557,1
YAGO,Summer_Camp_Q2984259,1
YAGO,Coast_Guard_Station_Q31407679,1
YAGO,Constitution,1
YAGO,Historic_house,2
YAGO,Ironclad_warship,1
YAGO,Psychiatric_hospital,1
YAGO,Anglican_Hymnal_Q66362695,1
YAGO,Women_U0027_S_National_Rugby_Sevens_Team_Q64025381,1
YAGO,District-level_town__u0028_Vietnam_u0029_,1
YAGO,Tank_locomotive,1
YAGO,Clean-Up_Artist_Q28813302,1
YAGO,Labor_camp,1
YAGO,Community_college,2
YAGO,Communities_Of_Cyprus_Republic_Q29414133,1
YAGO,School_District_Of_Canada_Q15726214,1
YAGO,Charitable_organization,3
YAGO,Barony__u0028_Ireland_u0029_,1
YAGO,United_States_Senate_Election_In_Arkansas_Q112727378,1
YAGO,Pigment,1
YAGO,Bus_Model_Q23039057,2
YAGO,Serial_killer,2
YAGO,General_practitioner,1
YAGO,Heritage_centre,1
YAGO,Car_track,1
YAGO,Scandal,1
YAGO,Air_raid_shelter,1
YAGO,Muralist_Q3374326,1
YAGO,Holiday,1
YAGO,Dehestan__u0028_administrative_division_u0029_,2
YAGO,Inter-State_Bus_Terminals,1
YAGO,Hurdler_Q13724897,1
YAGO,Suburb_U002F_Locality_Of_Tasmania_Q98433835,2
YAGO,Phosphatidylserine_Exposure_On_Apoptotic_Cell_Surface_Q21123993,1
YAGO,Convention__u0028_meeting_u0029_,2
YAGO,Bowls_Player_Q29579227,1
YAGO,Biathlete_Q16029547,2
YAGO,Second_Monday_In_January_Q15056896,1
YAGO,Altarpiece,1
YAGO,Ordnance_Depot_Q63313760,1
YAGO,LGBT_rights_activist,2
YAGO,Roadshow,1
YAGO,Rakshasa,1
YAGO,Military_Aviation_Division_Q88814802,1
YAGO,American_Football_Stadium_Q37985280,1
YAGO,Systems_Biologist_Q84506397,1
YAGO,Waorani_language,1
YAGO,Electoral_district,1
YAGO,Basketball_League_Q18536323,1
YAGO,Water_clock,1
YAGO,Große_Kreisstadt,1
YAGO,City_Of_Switzerland_Q54935504,1
YAGO,Dermatologist_Q2447386,2
YAGO,County_Of_Minnesota_Q12262532,1
YAGO,Human_Biblical_Figure_Q20643955,1
YAGO,Figure_Skating_Judge_Q56882269,1
YAGO,Area_Of_London_Q2755753,1
YAGO,City__U200B__U200B_In_Ukraine_Q12131624,1
YAGO,National_Olympic_Committee,1
YAGO,Computer_Model_Q55990535,1
YAGO,Mobile_app,2
YAGO,District_Capital_Q134626,1
YAGO,Unified_combatant_command,1
YAGO,Gallo-Roman_Amphitheatre_Q24933318,1
YAGO,Head-on_collision,1
YAGO,Constituency_Of_The_French_Third_Republic_Q30319807,1
YAGO,Town_in_the_United_States,2
YAGO,Historic_counties_of_the_United_Kingdom,1
YAGO,Districts_of_Bangladesh,1
YAGO,Historical_Chinese_State_Q50068795,1
YAGO,Human_Rights_By_Country_Or_Territory_Q69358181,1
YAGO,Film_Organization_Q104649845,1
YAGO,Proprietary_software,1
YAGO,Research_fellow,1
YAGO,Industrialist,1
YAGO,Butcher,1
YAGO,An_Existing_Village_Of_A_Former_Municipality_In_Finland_Q21130185,1
YAGO,Arrondissements_of_Benin,1
YAGO,Ships_preserved_in_museums,1
YAGO,Wightman_Cup,1
YAGO,Ice_Hockey_Team_Season_Q27020779,1
YAGO,Districts_of_Myanmar,1
YAGO,Nunatak,1
YAGO,Command__u0028_computing_u0029_,1
YAGO,Warrior,1
YAGO,Interior_Designer_Q2133309,1
YAGO,Destroyer_escort,1
YAGO,Mars_Crater_Q1475691,1
YAGO,Barrios_of_Puerto_Rico,1
YAGO,Political_Adviser_Q8125919,1
YAGO,Dietitian,1
YAGO,Golf_Tournament_Q2990946,2
YAGO,Disability_Rights_Organization_Q61889487,2
YAGO,Rugby_Union_Team_Q14645593,1
YAGO,Border_Train_Station_Q1402443,1
YAGO,Limited_series__u0028_comics_u0029_,1
YAGO,Street_artist,1
YAGO,Cricket_Team_Q17376093,1
YAGO,Goddess,2
YAGO,Hurler_Q18199024,3
YAGO,Amoraim_Of_Babylon_Q55649849,1
YAGO,U-boat,2
YAGO,Military_hospital,2
YAGO,Novel_Series_Q1667921,2
YAGO,County_park,1
YAGO,National_university,1
YAGO,Myōjin,1
YAGO,Volcanic_plug,1
YAGO,Neighborhoods_in_Washington_u002C__D_u002E_C_u002E_,1
YAGO,Application_framework,1
YAGO,501_u0028_c_u0029__u0028_3_u0029__organization,1
YAGO,Wolf_u2013_Rayet_star,1
YAGO,National_championship,1
YAGO,Failed_terrorism_plots,1
YAGO,Television_special,1
YAGO,3D_film,2
YAGO,Filmography,2
YAGO,Orthodontist_Q3842067,1
YAGO,Fire_ship,1
YAGO,Siege,3
YAGO,Provinces_of_Nepal,1
YAGO,Stereotype,1
YAGO,Family_business,1
YAGO,Ao090023000584-T_Q62782304,1
YAGO,Express_trains_in_India,1
YAGO,Extrahepatic_Biliary_Papillomatosis_Q18557724,1
YAGO,Congenital_Radial_Head_Dislocation_Q29982051,1
YAGO,Series_Of_Creative_Works_Q7725310,1
YAGO,Site_of_Special_Scientific_Interest,1
YAGO,Honorary_Citizen_Of_Braniewo_Q59348784,1
YAGO,Geomorphologist_Q38053159,1
YAGO,Rochford_District_Council_elections,1
YAGO,Killing_Q844482,1
YAGO,Associate_professor,1
YAGO,Manifesto,1
YAGO,D-Xylose_Q75082498,1
YAGO,Football_hooliganism,1
YAGO,County_Of_Arkansas_Q11774062,1
YAGO,Zoological_Collector_Q109120509,1
YAGO,Hofmeister__u0028_office_u0029_,1
YAGO,National_Museum_Q17431399,1
YAGO,Městys,1
YAGO,Palace_Complex_Q4156067,1
YAGO,County_Of_North_Carolina_Q13414758,1
YAGO,Municipalities_of_Sweden,1
YAGO,Fabulist_Q3064032,1
YAGO,Symphonic_Radio_Orchestra_Q19201596,1
YAGO,League_cup,1
YAGO,Administrative_Territorial_Entity_Of_New_Zealand_Q15063160,1
YAGO,Cities_of_Japan,1
YAGO,Rally_New_Zealand,1
YAGO,Vehicle_Family_Q22999537,1
YAGO,Tibetologist_Q1864603,1
YAGO,Communes_of_Mali,1
YAGO,Sports_Organization_Q4438121,2
YAGO,National_Park_Of_Australia_Q18618819,1
YAGO,Rocket,1
YAGO,Termbase,1
YAGO,Furniture_Designer_Q11455387,2
YAGO,Municipalities_of_Colombia,2
YAGO,Architectural_Heritage_Monument_In_Mecklenburg-Vorpommern_Q28859204,1
YAGO,Kringkastingskor_Q2176061,1
YAGO,Prophet,1
YAGO,Historical_Unrecognized_State_Q99541706,1
YAGO,Philosophical_movement,1
YAGO,Bomber_Unit_Q18520049,1
YAGO,Commune_Of_Madagascar_Q3192808,1
YAGO,Qadi,1
YAGO,Districts_of_Zambia,1
YAGO,Expedition_Q2401485,1
YAGO,Company__u0028_military_unit_u0029_,1
YAGO,Gristmill,1
YAGO,Unité_mixte_de_recherche,1
YAGO,Modern_language,2
YAGO,Caste,2
YAGO,Town_Of_New_York_Q106071004,1
YAGO,Peso,1
YAGO,Multiple_star,1
YAGO,Regiment__u0028_administrative_unit_u0029_,1
YAGO,Baseball_Team_Season_Q26896697,3
YAGO,Weapon_Model_Q15142894,1
YAGO,Summit_of_the_Americas,1
YAGO,Real_Estate_Developer_Q17487600,1
YAGO,National_Heritage_Area,1
YAGO,Regional_park,1
YAGO,Baronetcy_Q18759100,1
YAGO,Country_House_Hotel_Q64995589,1
YAGO,Investor,1
YAGO,Law_firm,1
YAGO,Science_museum,2
YAGO,Triple_Jumper_Q13848274,1
YAGO,Local_government_areas_of_Nigeria,2
YAGO,Australian_Rules_Football_Coach_Q50214236,1
YAGO,Rebellion,1
YAGO,Gravure_idol,1
YAGO,Health_Charity_Q96943524,1
YAGO,Women_U0027_S_Association_Football_Team_Q28140340,1
YAGO,List_of_defunct_railroads_of_North_America,1
YAGO,Wikipedia_u003A_Outlines,1
YAGO,Cacicazgo,1
YAGO,Local_Authority_Museum_Q115154345,1
YAGO,Epidemiologist_Q13416803,2
YAGO,Architectural_firm,1
YAGO,Steel_roller_coaster,2
YAGO,Cricket_field,1
YAGO,United_States_district_court,1
YAGO,Wrestling_Event_Q21156425,1
YAGO,Tugboat,1
YAGO,Armored_car__u0028_military_u0029_,1
YAGO,CubeSat,1
YAGO,Career_Statistics_Q20054355,2
YAGO,Justice_of_the_peace,1
YAGO,Sports_Tour_Q50846468,1
YAGO,Sutton_London_Borough_Council_elections,1
YAGO,National_shrine,1
YAGO,Wuppertal_Schwebebahn_Stations_Q50060886,1
YAGO,Rallying_Team_Q20146776,1
YAGO,Show_Q15116915,1
YAGO,Nuclear_Receptor_Coactivator_1_Q24770394,1
YAGO,Deuterium,1
YAGO,Artillery_Unit_Q30129212,1
YAGO,Competitive_examination,1
YAGO,Motor_ship,1
YAGO,School_District_In_The_United_States_Q15726209,2
YAGO,Sub-prefectures_of_Chad,1
YAGO,Cabinet__u0028_government_u0029_,1
YAGO,Legislative_Council_District_Of_New_South_Wales_Q56396127,1
YAGO,Engine_Model_Q15057021,1
YAGO,Census_Area_Of_Alaska_Q56064719,1
YAGO,Rowing_club,1
YAGO,Mayoral_Election_Q15280243,1
YAGO,Walk_Of_Fame_Q47502370,1
YAGO,Temperance_Worker_Q97621558,1
YAGO,Graphic_novel,1
YAGO,Variants_of_SARS-CoV-2,1
YAGO,Catholic_Church_in_Rwanda,1
YAGO,City_Of_Bulgaria_Q89487741,2
YAGO,Provinces_of_Vietnam,1
YAGO,Large_Estate_Owner_Q1549283,1
YAGO,Districts_of_Kyrgyzstan,1
YAGO,Council_of_Ministers__u0028_Italy_u0029_,1
YAGO,Charterhouse__u0028_monastery_u0029_,1
YAGO,Unparished_area,1
YAGO,County_Of_Idaho_Q13410433,1
YAGO,Market_Municipality_Of_Germany_Q100341898,1
YAGO,Short_story_writer,1
YAGO,National_library,1
YAGO,Zionist_Q12718299,1
YAGO,Raster-Graphics_File_Format_Q105599390,1
YAGO,Rallye_Deutschland,1
YAGO,Break-Of-Gauge_Station_Q114782406,1
YAGO,Specialty_channel,1
YAGO,Passenger_ship,2
YAGO,Ufologist_Q18921227,1
YAGO,Animated_Feature_Film_Q29168811,1
YAGO,Municipality_Of_Slovakia_Q6784672,1
YAGO,Alcohol_Brand_Q80359036,1
YAGO,Trading_post,1
YAGO,International_airport,1
YAGO,Provinces_of_Peru,1
YAGO,Elevated_Station_Q11670533,1
YAGO,Satellite_constellation,1
YAGO,City_of_regional_significance__u0028_Ukraine_u0029_,1
YAGO,Royal_Crown_Q3816838,1
YAGO,Optical_illusion,1
YAGO,Macroeconomic_Indicator_Q9378373,1
YAGO,Crown_Research_Institute,1
YAGO,Athletic_conference,1
YAGO,Urban_areas_in_Sweden,1
YAGO,Districts_of_Uzbekistan,1
YAGO,Rowing_Coach_Q21121588,1
YAGO,Patera__u0028_planetary_nomenclature_u0029_,1
YAGO,WTA_Auckland_Open,1
YAGO,Stunt_performer,1
YAGO,Lwa,1
YAGO,Edition_Of_The_South_American_Rugby_Championship_Q113453684,1
YAGO,Reserve_Officer_Q881836,1
YAGO,Districts_of_Mongolia,1
YAGO,List_of_villages_in_New_Brunswick,1
YAGO,Budget,1
YAGO,Massacre,1
YAGO,Performing_arts_center,1
YAGO,Snowboarder_Q15709642,1
YAGO,World_record,1
YAGO,United_States_congressional_district,1
YAGO,Tropical_cyclone,1
YAGO,Constituency_Of_The_House_Of_Commons_Q27971968,1
YAGO,Mythical_Character_Q4271324,1
YAGO,Medium-capacity_rail_system,1
YAGO,List_of_ecoregions__u0028_WWF_u0029_,1
YAGO,Sports_league,1
YAGO,Kayaker_Q16004471,1
YAGO,Sound_editor__u0028_filmmaking_u0029_,1
YAGO,Aviation_accident,1
YAGO,Ranchos_of_California,1
YAGO,Former_Local_Government_Area_Of_Australia_Q30129411,1
YAGO,Novella,1
YAGO,Suburb_Of_Perth_Q23010647,1
YAGO,Grocer_Q5669609,1
YAGO,Gravity_dam,1
YAGO,Stock_exchange,1
YAGO,Awareness_Day_Q422695,1
YAGO,Podcaster_Q15077007,1
YAGO,Coal-fired_power_station,1
YAGO,Seminary,1
YAGO,Archbishop,1
YAGO,Media_Historian_Q8175949,1
YAGO,Liverpool_City_Council_elections,1
YAGO,Compiler,1
YAGO,Synthesizer_Model_Q19716577,1
YAGO,Gait_Apraxia_Q18556252,1
YAGO,Myeloid_Dendritic_Cell_Antigen_Processing_And_Presentation_Q22311630,1
YAGO,Kuwaiti_General_Election_Q25548021,1
YAGO,Tokyo_Marathon,1
YAGO,Independent_record_label,1
YAGO,Attempted_murder,1
YAGO,Health_Economist_Q38383816,1
YAGO,Book_Collector_Q28776412,1
YAGO,Competitive_Diver_Q16004431,1
YAGO,SportsPerson,1
YAGO,Parliamentary_Constituency_Of_Nepal_Q116730110,1
YAGO,Paralympic_Athlete_Q25439032,1
YAGO,Icon,1
YAGO,Drama,1
YAGO,Drink,1
YAGO,British_Overseas_Territories,1
YAGO,Ballistic_missile,1
YAGO,Roman_temple,1
YAGO,Samtgemeinde,1
YAGO,County_Of_Kentucky_Q13410447,1
YAGO,Regional_district,1
YAGO,Former_Municipality_Of_Switzerland_Q685309,1
YAGO,Market_Municipality_Q562061,1
YAGO,International_Rally_Championship_Season_Q20153194,1
YAGO,Departments_of_the_Government_of_the_United_Kingdom,1
YAGO,Collector_Of_Fairy_Tales_Q64733534,1
YAGO,Lunar_craters,1
YAGO,Ring_road,1
YAGO,Districts_of_Japan,1
YAGO,Go_Competition_Q21163366,1
YAGO,Urinal,1
YAGO,Natural_monument,1
YAGO,Index_Q25472932,1
YAGO,Municipalities_of_Bolivia,1
YAGO,Therapy,1
YAGO,Bible_Translator_Q24262584,1
YAGO,Finnish_Parliamentary_Election_Q2112448,1
YAGO,Brewer_Q836904,1
YAGO,Violent_Death_Q74948922,1
YAGO,Disputed_territory,1
YAGO,Story_arc,1
YAGO,Amazons__u0028_DC_Comics_u0029_,1
YAGO,Neighborhood_Of_Jerusalem_Q12054099,1
YAGO,European_Karate_Championships,1
YAGO,Fictional_Organization_Q14623646,1
YAGO,Community__u0028_Wales_u0029_,1
YAGO,New_England_town,1
YAGO,Earthquake,1
YAGO,Non-Periodic_Comet_Q1060455,1
YAGO,Medical_device,1
YAGO,Power_outage,1
YAGO,Chief_of_police,1
YAGO,Auctioneer_Q2743689,1
YAGO,New_Zealand_Statute_Q18336255,1
YAGO,Imperial_u002C__royal_and_noble_ranks,1
YAGO,Annual_Event_Q11483816,1
YAGO,Military_Museum_Q2772772,1
YAGO,Medical_school,2
YAGO,Graduate_school,1
YAGO,Skipper_Q1897112,1
YAGO,National_Road_In_Spain_Q15212722,1
YAGO,Award_For_Best_Supporting_Actress_Q96474589,1
YAGO,National_archives,1
YAGO,Model_rocket,1
YAGO,Folktale,1
YAGO,United_States_Senate_Election_In_Idaho_Q112727388,1
YAGO,Air_Defence_Regiment_Q47229483,1
YAGO,Yōkai,1
YAGO,Revenue_Village,1
YAGO,Marine_Engineer_Q1644847,1
YAGO,Electronic_musician,1
YAGO,Crime_Fiction_Writer_Q10297252,1
YAGO,National_anthem,1
YAGO,Mail_sorting,1
YAGO,Golf_at_the_Pan_American_Games,1
YAGO,Toll_road,1
YAGO,Cryptocurrency,1
YAGO,Electoral_district__u0028_Canada_u0029_,1
YAGO,Rock_Group_Q5741069,1
YAGO,Lgbt_Event_Q64348974,1
YAGO,Tennis_At_The_European_Youth_Summer_Olympic_Festival_Q48207643,1
YAGO,Group_stage,1
YAGO,Broadcaster_Q15958754,1
YAGO,Spoon_lure,1
YAGO,Lipoxygenase_Q100989645,1
YAGO,Decathlete_Q21141381,1
YAGO,Advocate,1
YAGO,Leadership_election,1
YAGO,Hundred_Of_South_Australia_Q28942331,1
YAGO,Unmanned_spaceflight,1
YAGO,Constituency_Of_The_Madhya_Pradesh_Legislative_Assembly_Q54375465,1
YAGO,Musical_Instrument_Maker_Q1955150,1
YAGO,London_County_Council_Constituency_Q97588718,1
YAGO,Light_Novel_Series_Q104213567,1
YAGO,Umpire__u0028_cricket_u0029_,1
YAGO,German_Bowl,1
YAGO,Haltepunkt_Q27996460,1
YAGO,Classical_Composer_Q21680663,1
YAGO,Pilot_boat,1
YAGO,Natural_gas_field,1
YAGO,Oriental_Orthodox_Bishop_Q102385896,1
YAGO,Ringette_Player_Q18920523,1
SemOpenAlex,Author,102102
SemOpenAlex,Concept,172
SemOpenAlex,Funder,34
SemOpenAlex,Institution,121
SemOpenAlex,Keyword,27
SemOpenAlex,Publisher,15
SemOpenAlex,Source,250
SemOpenAlex,Topic,5
SemOpenAlex,Work,265083
